BNBBUSD,BNBBTC,BNBETH,BTCBUSD,DOGEBUSD,DOGEBTC,ETHBUSD,ETHBTC
410.40000000,0.00866600,0.12060000,47357.56000000,0.24200000,0.00000511,3400.07000000,0.07178900
408.60000000,0.00866100,0.12060000,47178.53000000,0.24070000,0.00000511,3383.92000000,0.07173500
409.00000000,0.00866800,0.12040000,47190.34000000,0.24090000,0.00000510,3397.40000000,0.07200000
406.10000000,0.00864100,0.12030000,46975.92000000,0.23980000,0.00000510,3376.23000000,0.07187700
404.50000000,0.00859700,0.12010000,47070.01000000,0.24050000,0.00000511,3371.26000000,0.07162300
401.80000000,0.00853800,0.11940000,47050.24000000,0.23960000,0.00000509,3367.36000000,0.07157300
402.70000000,0.00854900,0.11930000,47092.66000000,0.24020000,0.00000509,3374.72000000,0.07166300
405.80000000,0.00858800,0.11900000,47271.97000000,0.24180000,0.00000511,3408.00000000,0.07208900
406.80000000,0.00858700,0.11950000,47384.90000000,0.24120000,0.00000509,3403.31000000,0.07182000
407.70000000,0.00861800,0.11960000,47304.59000000,0.24120000,0.00000509,3408.65000000,0.07206100
407.40000000,0.00861600,0.11960000,47266.83000000,0.24000000,0.00000507,3402.92000000,0.07199700
402.90000000,0.00857800,0.11960000,46967.01000000,0.23810000,0.00000506,3373.60000000,0.07182300
404.80000000,0.00859700,0.11900000,47099.65000000,0.24000000,0.00000510,3399.20000000,0.07216000
403.90000000,0.00858100,0.11950000,47079.13000000,0.23880000,0.00000508,3382.42000000,0.07183300
406.60000000,0.00860800,0.11950000,47240.69000000,0.23960000,0.00000507,3401.21000000,0.07199900
406.80000000,0.00859800,0.11960000,47300.00000000,0.24010000,0.00000507,3400.05000000,0.07186000
405.70000000,0.00857100,0.11950000,47341.60000000,0.24040000,0.00000508,3398.14000000,0.07178100
403.00000000,0.00853900,0.11930000,47196.15000000,0.23890000,0.00000507,3380.23000000,0.07162300
402.10000000,0.00853800,0.11910000,47119.93000000,0.23840000,0.00000506,3374.46000000,0.07162400
406.90000000,0.00859000,0.11940000,47379.99000000,0.24120000,0.00000509,3408.56000000,0.07194100
407.20000000,0.00856700,0.11910000,47532.10000000,0.24150000,0.00000508,3418.89000000,0.07192400
406.90000000,0.00856400,0.11920000,47503.90000000,0.24110000,0.00000507,3412.34000000,0.07183100
407.80000000,0.00856600,0.11950000,47630.94000000,0.24130000,0.00000507,3413.07000000,0.07165700
409.80000000,0.00861100,0.12020000,47598.18000000,0.24190000,0.00000509,3409.65000000,0.07163400
409.70000000,0.00861200,0.11980000,47586.30000000,0.24170000,0.00000508,3418.31000000,0.07183300
409.80000000,0.00860600,0.11950000,47603.14000000,0.24130000,0.00000507,3427.72000000,0.07200900
410.40000000,0.00861100,0.11970000,47656.47000000,0.24190000,0.00000508,3424.15000000,0.07185500
410.00000000,0.00860400,0.12000000,47654.31000000,0.24120000,0.00000507,3419.50000000,0.07175000
410.70000000,0.00860500,0.11980000,47732.77000000,0.24200000,0.00000506,3428.04000000,0.07182500
411.70000000,0.00860700,0.11950000,47823.31000000,0.24220000,0.00000506,3443.60000000,0.07201400
411.70000000,0.00861100,0.11980000,47814.12000000,0.24240000,0.00000506,3436.81000000,0.07188900
412.70000000,0.00861000,0.11960000,47925.33000000,0.24240000,0.00000506,3451.50000000,0.07201900
414.20000000,0.00863600,0.11950000,47953.10000000,0.24320000,0.00000507,3462.84000000,0.07221000
414.60000000,0.00862100,0.11960000,48102.54000000,0.24320000,0.00000505,3469.60000000,0.07212400
416.20000000,0.00862600,0.11950000,48260.62000000,0.24400000,0.00000505,3481.30000000,0.07214200
416.10000000,0.00861100,0.11950000,48335.54000000,0.24340000,0.00000503,3481.00000000,0.07201800
415.10000000,0.00859200,0.11940000,48305.94000000,0.24270000,0.00000502,3474.41000000,0.07193200
415.60000000,0.00860100,0.11930000,48320.48000000,0.24350000,0.00000504,3485.63000000,0.07214300
417.00000000,0.00861300,0.11970000,48406.46000000,0.24340000,0.00000504,3484.34000000,0.07198500
418.50000000,0.00859600,0.11930000,48677.14000000,0.24450000,0.00000502,3511.42000000,0.07211700
417.50000000,0.00857700,0.11930000,48687.78000000,0.24490000,0.00000503,3502.27000000,0.07192700
417.00000000,0.00857600,0.11940000,48615.53000000,0.24560000,0.00000505,3491.74000000,0.07182600
417.40000000,0.00857800,0.11920000,48650.84000000,0.24480000,0.00000503,3501.53000000,0.07196800
419.00000000,0.00862500,0.11980000,48596.13000000,0.24430000,0.00000503,3495.75000000,0.07193900
417.60000000,0.00857500,0.11930000,48707.83000000,0.24430000,0.00000502,3500.94000000,0.07187700
417.70000000,0.00859200,0.11910000,48623.82000000,0.24460000,0.00000504,3505.58000000,0.07210200
417.10000000,0.00859400,0.11940000,48523.00000000,0.24410000,0.00000504,3496.04000000,0.07205600
417.80000000,0.00859000,0.11930000,48621.76000000,0.24430000,0.00000503,3502.84000000,0.07205000
418.50000000,0.00859900,0.11890000,48674.25000000,0.24430000,0.00000502,3517.20000000,0.07227100
418.00000000,0.00859200,0.11890000,48641.56000000,0.24430000,0.00000502,3517.66000000,0.07231200
418.20000000,0.00859400,0.11900000,48662.49000000,0.24420000,0.00000501,3514.19000000,0.07221900
417.60000000,0.00858200,0.11880000,48658.38000000,0.24400000,0.00000502,3513.66000000,0.07222400
417.80000000,0.00857800,0.11880000,48696.11000000,0.24400000,0.00000501,3517.22000000,0.07222900
417.10000000,0.00858200,0.11860000,48584.57000000,0.24360000,0.00000502,3514.22000000,0.07233700
416.20000000,0.00857500,0.11870000,48527.20000000,0.24350000,0.00000502,3505.71000000,0.07224200
417.40000000,0.00858400,0.11870000,48620.58000000,0.24380000,0.00000501,3518.03000000,0.07235500
417.90000000,0.00859800,0.11880000,48589.85000000,0.24430000,0.00000502,3521.57000000,0.07246900
418.60000000,0.00860800,0.11860000,48630.96000000,0.24530000,0.00000504,3529.03000000,0.07256500
418.00000000,0.00860100,0.11860000,48617.90000000,0.24600000,0.00000506,3527.48000000,0.07255800
418.10000000,0.00860400,0.11870000,48589.79000000,0.24540000,0.00000505,3523.64000000,0.07252400
417.30000000,0.00859300,0.11840000,48570.95000000,0.24450000,0.00000504,3524.05000000,0.07255400
418.10000000,0.00860400,0.11870000,48592.98000000,0.24500000,0.00000504,3522.34000000,0.07250100
418.10000000,0.00860500,0.11900000,48597.36000000,0.24470000,0.00000504,3516.70000000,0.07235800
415.70000000,0.00859600,0.11890000,48379.99000000,0.24260000,0.00000501,3496.90000000,0.07228100
417.10000000,0.00858000,0.11880000,48600.11000000,0.24310000,0.00000501,3510.35000000,0.07223400
416.40000000,0.00858300,0.11900000,48510.20000000,0.24290000,0.00000501,3499.42000000,0.07214300
415.60000000,0.00858100,0.11890000,48423.89000000,0.24230000,0.00000500,3492.46000000,0.07212600
415.80000000,0.00859600,0.11920000,48372.65000000,0.24270000,0.00000502,3489.43000000,0.07213800
416.90000000,0.00860800,0.11920000,48429.99000000,0.24330000,0.00000503,3498.46000000,0.07224000
417.40000000,0.00860900,0.11920000,48493.10000000,0.24360000,0.00000502,3502.70000000,0.07222400
416.10000000,0.00859700,0.11920000,48407.18000000,0.24250000,0.00000501,3488.42000000,0.07206000
416.90000000,0.00860500,0.11980000,48454.90000000,0.24260000,0.00000501,3481.56000000,0.07185100
416.30000000,0.00859300,0.11970000,48448.48000000,0.24230000,0.00000500,3478.00000000,0.07179400
416.90000000,0.00859500,0.11970000,48514.94000000,0.24290000,0.00000500,3486.33000000,0.07185000
415.90000000,0.00859100,0.11970000,48414.03000000,0.24270000,0.00000502,3474.92000000,0.07177800
416.40000000,0.00858800,0.11960000,48477.75000000,0.24280000,0.00000501,3481.61000000,0.07182200
415.80000000,0.00858000,0.11970000,48463.42000000,0.24240000,0.00000500,3476.00000000,0.07172400
416.00000000,0.00858000,0.11970000,48480.97000000,0.24280000,0.00000501,3477.49000000,0.07173600
415.30000000,0.00857800,0.11970000,48415.59000000,0.24250000,0.00000500,3471.83000000,0.07170500
415.40000000,0.00858100,0.11960000,48419.06000000,0.24260000,0.00000502,3474.79000000,0.07175900
414.30000000,0.00856300,0.11920000,48390.34000000,0.24210000,0.00000501,3472.54000000,0.07177000
413.60000000,0.00856600,0.11930000,48292.10000000,0.24180000,0.00000501,3465.37000000,0.07175300
413.10000000,0.00856000,0.11950000,48267.27000000,0.24160000,0.00000500,3457.56000000,0.07164900
412.60000000,0.00855900,0.11980000,48209.52000000,0.24120000,0.00000499,3443.03000000,0.07141900
411.30000000,0.00854400,0.12000000,48140.57000000,0.24070000,0.00000499,3429.38000000,0.07123300
412.90000000,0.00855600,0.11970000,48261.24000000,0.24150000,0.00000501,3449.85000000,0.07147900
413.40000000,0.00855500,0.11940000,48306.99000000,0.24160000,0.00000500,3459.33000000,0.07160800
414.00000000,0.00856400,0.11980000,48342.90000000,0.24150000,0.00000499,3455.41000000,0.07147500
411.70000000,0.00852500,0.11970000,48277.56000000,0.24060000,0.00000499,3437.86000000,0.07120800
412.80000000,0.00852800,0.11960000,48397.75000000,0.24120000,0.00000498,3453.63000000,0.07136300
412.70000000,0.00853800,0.11970000,48354.49000000,0.24110000,0.00000498,3451.36000000,0.07137900
412.20000000,0.00853600,0.11950000,48305.51000000,0.24110000,0.00000498,3450.33000000,0.07142500
411.10000000,0.00852900,0.11950000,48186.78000000,0.24050000,0.00000499,3440.26000000,0.07139400
410.90000000,0.00852400,0.11990000,48208.33000000,0.24040000,0.00000498,3429.89000000,0.07114700
411.10000000,0.00853400,0.11970000,48174.87000000,0.24050000,0.00000499,3432.23000000,0.07124700
411.90000000,0.00853000,0.11960000,48269.99000000,0.24130000,0.00000500,3445.80000000,0.07138100
408.80000000,0.00853000,0.12030000,47911.67000000,0.23940000,0.00000499,3397.24000000,0.07090200
408.30000000,0.00852500,0.12050000,47883.54000000,0.23880000,0.00000498,3384.54000000,0.07067800
408.90000000,0.00853000,0.12050000,47924.31000000,0.23930000,0.00000500,3392.62000000,0.07079000
409.40000000,0.00853200,0.12060000,47978.83000000,0.23980000,0.00000499,3396.74000000,0.07079500
409.90000000,0.00852400,0.12040000,48103.30000000,0.24010000,0.00000499,3406.32000000,0.07080600
409.50000000,0.00851200,0.12050000,48100.00000000,0.24020000,0.00000500,3400.37000000,0.07068200
409.80000000,0.00853300,0.12060000,48020.77000000,0.24010000,0.00000500,3398.78000000,0.07077500
408.90000000,0.00853800,0.12060000,47882.35000000,0.23960000,0.00000500,3388.88000000,0.07077600
409.60000000,0.00852700,0.11990000,48039.24000000,0.24050000,0.00000500,3414.28000000,0.07107300
410.00000000,0.00852900,0.11990000,48081.78000000,0.24090000,0.00000501,3421.39000000,0.07115400
409.20000000,0.00852200,0.12010000,48013.54000000,0.24070000,0.00000502,3409.92000000,0.07101100
409.70000000,0.00852800,0.11990000,48054.87000000,0.24120000,0.00000501,3418.88000000,0.07114700
411.30000000,0.00852000,0.12010000,48275.71000000,0.24160000,0.00000500,3427.12000000,0.07099000
410.50000000,0.00851700,0.11990000,48194.64000000,0.24120000,0.00000500,3425.30000000,0.07107400
409.70000000,0.00851300,0.11970000,48126.27000000,0.24110000,0.00000500,3420.52000000,0.07107100
410.90000000,0.00850600,0.11950000,48301.46000000,0.24130000,0.00000499,3435.84000000,0.07113900
409.90000000,0.00849200,0.11970000,48262.13000000,0.24040000,0.00000498,3424.81000000,0.07096600
408.40000000,0.00850300,0.11960000,48034.48000000,0.23980000,0.00000499,3412.46000000,0.07104700
408.00000000,0.00850800,0.11960000,47951.73000000,0.23940000,0.00000499,3408.98000000,0.07110000
407.80000000,0.00850700,0.11980000,47943.61000000,0.23920000,0.00000498,3405.63000000,0.07103500
407.90000000,0.00852000,0.11990000,47881.01000000,0.23930000,0.00000500,3398.10000000,0.07097700
407.10000000,0.00852600,0.12020000,47727.90000000,0.23890000,0.00000500,3385.92000000,0.07094500
408.60000000,0.00855300,0.11990000,47792.21000000,0.24050000,0.00000503,3406.73000000,0.07128400
410.40000000,0.00857300,0.12010000,47879.30000000,0.24070000,0.00000502,3416.88000000,0.07136400
409.60000000,0.00855700,0.11980000,47869.88000000,0.24040000,0.00000503,3419.35000000,0.07143000
410.70000000,0.00855400,0.11960000,48002.04000000,0.24080000,0.00000501,3431.72000000,0.07149100
409.60000000,0.00854900,0.12000000,47899.99000000,0.23980000,0.00000501,3413.75000000,0.07127200
410.00000000,0.00853900,0.12000000,48010.56000000,0.24020000,0.00000500,3420.21000000,0.07123700
409.30000000,0.00852900,0.11990000,47976.49000000,0.23970000,0.00000500,3414.95000000,0.07118000
408.80000000,0.00853600,0.11980000,47874.16000000,0.23990000,0.00000501,3414.03000000,0.07131900
409.30000000,0.00853900,0.11970000,47925.00000000,0.23980000,0.00000500,3418.96000000,0.07134000
408.60000000,0.00853700,0.11970000,47855.19000000,0.23910000,0.00000500,3414.09000000,0.07134600
409.50000000,0.00853500,0.11960000,47959.26000000,0.23980000,0.00000500,3420.85000000,0.07133000
408.60000000,0.00853900,0.11970000,47844.25000000,0.23920000,0.00000500,3410.51000000,0.07128700
407.90000000,0.00853100,0.11990000,47801.20000000,0.23920000,0.00000500,3401.74000000,0.07116100
408.70000000,0.00854000,0.11980000,47853.43000000,0.23990000,0.00000502,3411.96000000,0.07130200
409.50000000,0.00855500,0.11980000,47879.88000000,0.24010000,0.00000501,3416.40000000,0.07135200
409.40000000,0.00854200,0.11980000,47921.11000000,0.24000000,0.00000501,3416.89000000,0.07130400
409.90000000,0.00854900,0.11970000,47965.50000000,0.24010000,0.00000501,3423.43000000,0.07137500
410.30000000,0.00854500,0.11980000,48013.06000000,0.24080000,0.00000502,3424.64000000,0.07132600
409.80000000,0.00853600,0.11970000,48003.07000000,0.24040000,0.00000501,3421.83000000,0.07127500
409.60000000,0.00854100,0.11990000,47953.29000000,0.24010000,0.00000501,3416.61000000,0.07125600
410.00000000,0.00853900,0.11960000,48015.47000000,0.24030000,0.00000501,3427.50000000,0.07138200
410.50000000,0.00852800,0.11970000,48136.41000000,0.24060000,0.00000500,3434.94000000,0.07135000
411.00000000,0.00853400,0.11930000,48152.88000000,0.24050000,0.00000499,3443.26000000,0.07150000
410.30000000,0.00853700,0.11950000,48062.50000000,0.24020000,0.00000500,3433.65000000,0.07144100
410.30000000,0.00854500,0.11950000,48015.01000000,0.24000000,0.00000500,3432.14000000,0.07148800
410.80000000,0.00853000,0.11950000,48166.81000000,0.24050000,0.00000500,3441.27000000,0.07144500
411.80000000,0.00853500,0.11930000,48252.14000000,0.24070000,0.00000498,3449.79000000,0.07149200
411.50000000,0.00853800,0.11960000,48178.16000000,0.24060000,0.00000500,3441.36000000,0.07142700
411.90000000,0.00852600,0.11930000,48304.00000000,0.24080000,0.00000498,3449.51000000,0.07140800
411.80000000,0.00853200,0.11970000,48269.30000000,0.24110000,0.00000499,3442.57000000,0.07133000
412.30000000,0.00855100,0.12000000,48208.90000000,0.24040000,0.00000498,3437.22000000,0.07129400
411.50000000,0.00854600,0.12010000,48153.41000000,0.24030000,0.00000499,3423.66000000,0.07109800
411.60000000,0.00854500,0.12010000,48181.12000000,0.24030000,0.00000499,3427.34000000,0.07113900
411.90000000,0.00855600,0.12010000,48122.42000000,0.24020000,0.00000499,3424.44000000,0.07115800
411.00000000,0.00854900,0.12040000,48080.80000000,0.23960000,0.00000498,3413.71000000,0.07099700
410.50000000,0.00853100,0.12000000,48125.02000000,0.23970000,0.00000499,3418.86000000,0.07104000
410.30000000,0.00852600,0.12030000,48136.49000000,0.23950000,0.00000497,3413.08000000,0.07090600
409.70000000,0.00852100,0.12010000,48069.99000000,0.23890000,0.00000496,3408.84000000,0.07090400
408.60000000,0.00852900,0.12070000,47906.12000000,0.23850000,0.00000498,3385.56000000,0.07066600
408.00000000,0.00852500,0.12030000,47860.48000000,0.23840000,0.00000497,3391.21000000,0.07086000
406.20000000,0.00851700,0.12070000,47679.46000000,0.23710000,0.00000497,3366.77000000,0.07060000
404.60000000,0.00854600,0.12170000,47341.05000000,0.23470000,0.00000496,3327.07000000,0.07028600
405.90000000,0.00856400,0.12170000,47395.26000000,0.23590000,0.00000498,3335.68000000,0.07038700
405.60000000,0.00857300,0.12140000,47299.99000000,0.23500000,0.00000497,3339.78000000,0.07060700
404.50000000,0.00856500,0.12110000,47234.27000000,0.23530000,0.00000498,3338.52000000,0.07067600
405.30000000,0.00857200,0.12140000,47280.95000000,0.23550000,0.00000499,3340.13000000,0.07064700
407.20000000,0.00859600,0.12140000,47381.66000000,0.23660000,0.00000499,3352.76000000,0.07076300
407.10000000,0.00861200,0.12170000,47274.15000000,0.23620000,0.00000500,3343.84000000,0.07072500
408.40000000,0.00862700,0.12190000,47344.77000000,0.23730000,0.00000501,3351.76000000,0.07078800
408.70000000,0.00863600,0.12180000,47334.05000000,0.23690000,0.00000501,3352.80000000,0.07084000
410.10000000,0.00863100,0.12210000,47522.51000000,0.23770000,0.00000500,3361.41000000,0.07073000
410.30000000,0.00864400,0.12220000,47463.38000000,0.23760000,0.00000500,3354.76000000,0.07068800
411.70000000,0.00864900,0.12250000,47609.17000000,0.23830000,0.00000501,3359.43000000,0.07055800
410.80000000,0.00863100,0.12280000,47592.32000000,0.23790000,0.00000499,3343.02000000,0.07023900
411.90000000,0.00866300,0.12310000,47552.98000000,0.23760000,0.00000500,3344.70000000,0.07034500
414.10000000,0.00868800,0.12340000,47653.07000000,0.23780000,0.00000499,3355.73000000,0.07041900
414.80000000,0.00869400,0.12310000,47701.87000000,0.23820000,0.00000500,3370.41000000,0.07065500
413.60000000,0.00867800,0.12290000,47657.44000000,0.23770000,0.00000498,3364.24000000,0.07058700
415.80000000,0.00872400,0.12360000,47662.46000000,0.23770000,0.00000498,3365.12000000,0.07059600
416.00000000,0.00873600,0.12380000,47614.31000000,0.23730000,0.00000498,3364.05000000,0.07065000
416.50000000,0.00876200,0.12370000,47530.61000000,0.23710000,0.00000500,3363.59000000,0.07077400
417.40000000,0.00877600,0.12440000,47555.83000000,0.23710000,0.00000498,3357.21000000,0.07059300
418.30000000,0.00879300,0.12450000,47583.00000000,0.23690000,0.00000497,3361.67000000,0.07064300
417.00000000,0.00877700,0.12430000,47507.48000000,0.23650000,0.00000497,3352.02000000,0.07056500
414.40000000,0.00875400,0.12440000,47346.00000000,0.23560000,0.00000497,3331.32000000,0.07036500
415.60000000,0.00877800,0.12430000,47370.58000000,0.23650000,0.00000500,3344.00000000,0.07060000
416.80000000,0.00878300,0.12470000,47448.80000000,0.23690000,0.00000499,3343.31000000,0.07046600
417.30000000,0.00877200,0.12440000,47560.33000000,0.23760000,0.00000500,3355.77000000,0.07055200
416.60000000,0.00873700,0.12380000,47683.55000000,0.23770000,0.00000498,3362.59000000,0.07051800
416.70000000,0.00874100,0.12390000,47660.00000000,0.23780000,0.00000499,3363.07000000,0.07056500
415.40000000,0.00871000,0.12370000,47674.74000000,0.23700000,0.00000496,3356.23000000,0.07039000
415.20000000,0.00872600,0.12390000,47575.64000000,0.23650000,0.00000497,3352.87000000,0.07046500
414.50000000,0.00871400,0.12370000,47564.99000000,0.23610000,0.00000496,3350.33000000,0.07044300
412.70000000,0.00871100,0.12370000,47382.56000000,0.23560000,0.00000497,3338.63000000,0.07045200
412.90000000,0.00870900,0.12340000,47395.72000000,0.23610000,0.00000499,3347.90000000,0.07063700
413.30000000,0.00870500,0.12330000,47469.72000000,0.23660000,0.00000498,3353.33000000,0.07063900
414.80000000,0.00872600,0.12330000,47535.11000000,0.23680000,0.00000498,3361.08000000,0.07071200
414.40000000,0.00870400,0.12340000,47603.67000000,0.23690000,0.00000498,3359.92000000,0.07057700
413.60000000,0.00869500,0.12320000,47556.09000000,0.23660000,0.00000498,3354.02000000,0.07052100
412.20000000,0.00868800,0.12330000,47444.69000000,0.23610000,0.00000497,3345.07000000,0.07050000
413.70000000,0.00870300,0.12340000,47530.78000000,0.23640000,0.00000496,3352.57000000,0.07052900
412.80000000,0.00869800,0.12350000,47465.35000000,0.23610000,0.00000498,3344.65000000,0.07046400
411.40000000,0.00867600,0.12340000,47399.95000000,0.23510000,0.00000496,3334.01000000,0.07033400
408.70000000,0.00865300,0.12330000,47232.81000000,0.23270000,0.00000493,3313.09000000,0.07012800
406.80000000,0.00864200,0.12330000,47075.33000000,0.23190000,0.00000492,3302.05000000,0.07014000
406.80000000,0.00864700,0.12340000,47050.70000000,0.23190000,0.00000493,3297.93000000,0.07009500
406.50000000,0.00863300,0.12320000,47089.00000000,0.23210000,0.00000493,3300.19000000,0.07008200
408.20000000,0.00864300,0.12310000,47214.19000000,0.23240000,0.00000492,3315.51000000,0.07021600
409.30000000,0.00866400,0.12300000,47243.04000000,0.23330000,0.00000493,3329.47000000,0.07048000
408.70000000,0.00864700,0.12270000,47251.77000000,0.23310000,0.00000493,3329.68000000,0.07045200
407.00000000,0.00863100,0.12280000,47146.68000000,0.23170000,0.00000492,3317.13000000,0.07035500
403.40000000,0.00859900,0.12310000,46931.61000000,0.22740000,0.00000485,3280.53000000,0.06990400
404.60000000,0.00859900,0.12310000,47038.52000000,0.22830000,0.00000485,3288.28000000,0.06988700
403.70000000,0.00859100,0.12300000,46996.01000000,0.22850000,0.00000486,3285.12000000,0.06990000
404.90000000,0.00860500,0.12280000,47041.84000000,0.22930000,0.00000487,3298.77000000,0.07011600
406.20000000,0.00862700,0.12310000,47099.84000000,0.22970000,0.00000488,3300.86000000,0.07006700
407.50000000,0.00864100,0.12320000,47153.23000000,0.23010000,0.00000489,3308.90000000,0.07017500
407.00000000,0.00862100,0.12290000,47233.00000000,0.23070000,0.00000489,3313.65000000,0.07015400
406.30000000,0.00860900,0.12300000,47204.27000000,0.23010000,0.00000488,3301.99000000,0.06993900
402.90000000,0.00858900,0.12300000,46920.50000000,0.22810000,0.00000486,3277.32000000,0.06985400
396.20000000,0.00861100,0.12280000,45981.68000000,0.22300000,0.00000485,3224.28000000,0.07012300
394.10000000,0.00857600,0.12280000,45955.17000000,0.22320000,0.00000486,3207.22000000,0.06979100
392.30000000,0.00861100,0.12310000,45562.31000000,0.22210000,0.00000488,3188.90000000,0.07000200
392.70000000,0.00862000,0.12260000,45561.21000000,0.22300000,0.00000489,3202.30000000,0.07028700
392.60000000,0.00860900,0.12270000,45582.92000000,0.22300000,0.00000488,3200.58000000,0.07020500
391.10000000,0.00858800,0.12270000,45545.46000000,0.22200000,0.00000487,3186.78000000,0.06999000
387.30000000,0.00853700,0.12230000,45378.43000000,0.22010000,0.00000485,3165.98000000,0.06976600
392.50000000,0.00860900,0.12290000,45592.75000000,0.22300000,0.00000489,3193.21000000,0.07002900
394.30000000,0.00862600,0.12290000,45700.00000000,0.22350000,0.00000489,3206.52000000,0.07015900
392.40000000,0.00859600,0.12250000,45653.71000000,0.22290000,0.00000488,3201.07000000,0.07012100
393.70000000,0.00860300,0.12250000,45769.69000000,0.22330000,0.00000487,3214.89000000,0.07024000
394.10000000,0.00860500,0.12260000,45800.00000000,0.22330000,0.00000488,3213.31000000,0.07014900
391.10000000,0.00856800,0.12240000,45652.11000000,0.22210000,0.00000486,3194.63000000,0.06996900
392.60000000,0.00858600,0.12260000,45729.96000000,0.22350000,0.00000489,3203.07000000,0.07005300
390.40000000,0.00856100,0.12250000,45610.90000000,0.22200000,0.00000486,3185.13000000,0.06985800
391.20000000,0.00857200,0.12260000,45628.60000000,0.22250000,0.00000488,3188.50000000,0.06987700
389.40000000,0.00855000,0.12270000,45544.75000000,0.22110000,0.00000486,3171.38000000,0.06964000
391.10000000,0.00857000,0.12270000,45635.30000000,0.22200000,0.00000487,3184.18000000,0.06977600
389.70000000,0.00854300,0.12240000,45612.24000000,0.22090000,0.00000484,3180.93000000,0.06974400
387.80000000,0.00854500,0.12250000,45388.08000000,0.21930000,0.00000484,3169.41000000,0.06983100
383.30000000,0.00855200,0.12270000,44820.00000000,0.21690000,0.00000483,3124.09000000,0.06969700
382.40000000,0.00852800,0.12230000,44817.55000000,0.21790000,0.00000486,3126.43000000,0.06973300
383.20000000,0.00853600,0.12290000,44910.16000000,0.21820000,0.00000486,3117.59000000,0.06941800
383.90000000,0.00854100,0.12270000,44945.01000000,0.21860000,0.00000487,3127.51000000,0.06959000
385.60000000,0.00855000,0.12250000,45105.87000000,0.22000000,0.00000487,3148.62000000,0.06980500
385.80000000,0.00856700,0.12220000,45040.12000000,0.21940000,0.00000488,3156.65000000,0.07009100
385.10000000,0.00854500,0.12180000,45067.39000000,0.21900000,0.00000487,3158.90000000,0.07010000
383.90000000,0.00853300,0.12190000,44993.60000000,0.21900000,0.00000487,3150.68000000,0.07001600
381.70000000,0.00850400,0.12180000,44899.93000000,0.21790000,0.00000485,3137.43000000,0.06988000
381.70000000,0.00851400,0.12180000,44830.24000000,0.21700000,0.00000484,3132.50000000,0.06988000
381.60000000,0.00851300,0.12170000,44835.01000000,0.21690000,0.00000484,3136.83000000,0.06996100
383.70000000,0.00855600,0.12180000,44840.86000000,0.21720000,0.00000484,3152.37000000,0.07028700
379.80000000,0.00852900,0.12190000,44533.10000000,0.21500000,0.00000483,3116.28000000,0.06998100
381.00000000,0.00854400,0.12190000,44575.57000000,0.21530000,0.00000483,3122.10000000,0.07003000
375.00000000,0.00847400,0.12160000,44241.19000000,0.21220000,0.00000479,3081.82000000,0.06967200
368.30000000,0.00840100,0.12070000,43845.66000000,0.20780000,0.00000474,3050.09000000,0.06954000
364.00000000,0.00837500,0.12090000,43495.68000000,0.20530000,0.00000472,3016.08000000,0.06935200
369.00000000,0.00844100,0.12130000,43730.00000000,0.20760000,0.00000475,3042.36000000,0.06956600
367.80000000,0.00846100,0.12150000,43479.45000000,0.20720000,0.00000476,3028.01000000,0.06964600
363.80000000,0.00843600,0.12190000,43115.82000000,0.20300000,0.00000471,2987.75000000,0.06929200
363.10000000,0.00840500,0.12160000,43212.21000000,0.20430000,0.00000472,2985.00000000,0.06908500
368.10000000,0.00845900,0.12180000,43523.06000000,0.20790000,0.00000478,3023.93000000,0.06947400
366.00000000,0.00844500,0.12180000,43327.93000000,0.20790000,0.00000480,3002.15000000,0.06928000
370.60000000,0.00845900,0.12170000,43801.83000000,0.21070000,0.00000481,3046.33000000,0.06954600
372.20000000,0.00847400,0.12150000,43927.30000000,0.21300000,0.00000485,3064.13000000,0.06974900
374.40000000,0.00849600,0.12120000,44050.04000000,0.21350000,0.00000485,3087.47000000,0.07008600
371.40000000,0.00845000,0.12080000,43970.18000000,0.21280000,0.00000483,3076.67000000,0.06996500
372.50000000,0.00846700,0.12110000,43993.14000000,0.21310000,0.00000484,3075.49000000,0.06991400
370.40000000,0.00845500,0.12130000,43816.50000000,0.21090000,0.00000482,3054.70000000,0.06970800
371.10000000,0.00847400,0.12120000,43803.17000000,0.21190000,0.00000484,3057.93000000,0.06981600
372.50000000,0.00847100,0.12090000,43983.81000000,0.21220000,0.00000483,3081.05000000,0.07003900
373.00000000,0.00848500,0.12100000,43946.35000000,0.21250000,0.00000484,3083.05000000,0.07015500
370.70000000,0.00846700,0.12040000,43769.14000000,0.21170000,0.00000484,3075.92000000,0.07028900
371.20000000,0.00846700,0.12030000,43840.00000000,0.21390000,0.00000488,3087.33000000,0.07041700
370.30000000,0.00845500,0.12030000,43811.79000000,0.21380000,0.00000488,3082.41000000,0.07034900
373.10000000,0.00847800,0.12030000,44008.56000000,0.21520000,0.00000489,3103.60000000,0.07053100
374.60000000,0.00851300,0.12020000,44007.62000000,0.21550000,0.00000490,3118.68000000,0.07087000
371.30000000,0.00847000,0.12010000,43850.85000000,0.21330000,0.00000486,3092.14000000,0.07051700
371.10000000,0.00848300,0.12060000,43752.86000000,0.21250000,0.00000485,3075.87000000,0.07031200
373.50000000,0.00849300,0.12030000,43982.44000000,0.21430000,0.00000488,3106.00000000,0.07062100
